,Name,Line,Line_Category,Implied Probability,Fixed Odds Site
1409,Dota: Boxi,75.5,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1410,Dota: Boxi,7.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1411,Dota: iNSaNiA,71.1,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1412,Dota: iNSaNiA,7.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1413,Dota: Stormstormer,65.0,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1414,Dota: Stormstormer,8.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1415,Dota: Fishman,47.2,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1416,Dota: Fishman,4.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1417,Dota: Kataomi`,55.3,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1418,Dota: Kataomi`,7.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1419,Dota: Watson,63.0,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1420,Dota: Watson,11.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1421,Dota: Monet,83.4,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1422,Dota: Monet,12.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1423,Dota: SumaiL,90.7,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1424,Dota: SumaiL,15.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1425,Dota: Xxs,73.3,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1426,Dota: Xxs,8.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1427,Dota: Yu Yajun (皮球),69.3,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1428,Dota: Yu Yajun (皮球),5.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1429,Dota: FNG,34.0,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1430,Dota: FNG,3.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1431,Dota: sayuw,39.5,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1432,Dota: sayuw,4.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1433,Dota: Noticed,50.4,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1434,Dota: Noticed,5.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1435,Dota: squad1x,66.5,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1436,Dota: squad1x,12.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1437,Dota: Kiritych,55.6,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1438,Dota: Kiritych,9.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1439,Dota: Palos,71.3,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1440,Dota: Palos,11.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1441,Dota: Bob,70.5,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1442,Dota: Bob,12.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1443,Dota: Tino,55.5,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1444,Dota: Tino,5.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1445,Dota: Shanks,57.2,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1446,Dota: Shanks,7.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1447,Dota: kasane,62.0,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1448,Dota: kasane,7.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1449,Dota: Bryle,87.7,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1450,Dota: Bryle,16.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1451,Dota: Whitemon,62.7,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1452,Dota: Whitemon,6.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1453,Dota: Ari,69.7,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1454,Dota: Ari,6.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1455,Dota: Timado,85.3,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1456,Dota: Timado,14.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1457,Dota: bzm,78.9,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1458,Dota: bzm,15.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1459,Dota: Yuragi,69.1,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1460,Dota: Yuragi,12.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1461,Dota: Ceb,60.5,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1462,Dota: Ceb,6.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1463,Dota: Taiga,51.6,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1464,Dota: Taiga,5.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1465,Dota: DM,64.7,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1466,Dota: DM,7.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1467,Dota: TA2000,82.9,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1468,Dota: TA2000,12.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1469,Dota: No!ob,77.7,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1470,Dota: No!ob,11.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1471,Dota: OmaR,55.0,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1472,Dota: OmaR,5.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1473,Dota: kaori,50.5,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1474,Dota: kaori,5.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1475,Dota: Parker,89.9,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1476,Dota: Parker,17.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1477,Dota: DarkMago,91.5,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1478,Dota: DarkMago,14.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1479,Dota: Sacred,77.2,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1480,Dota: Sacred,9.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1481,Dota: Scofield (Gojira),64.1,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1482,Dota: Scofield (Gojira),5.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1483,Dota: Stinger,63.2,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1484,Dota: Stinger,4.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1485,Dota: yamich,61.8,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1486,Dota: yamich,5.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1487,Dota: Crystallis,73.7,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1488,Dota: Crystallis,12.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1489,Dota: Fbz,68.7,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1490,Dota: Fbz,7.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1491,Dota: Puppey,53.5,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1492,Dota: Puppey,4.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1493,Dota: Armel,76.4,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1494,Dota: Armel,12.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1495,Dota: Ghost,77.3,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1496,Dota: Ghost,11.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1497,Dota: Paparazi,84.9,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1498,Dota: Paparazi,14.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1499,Dota: JT-,67.7,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1500,Dota: JT-,7.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1501,Dota: Dy,53.8,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1502,Dota: Dy,5.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1503,Dota: RAMZES666,83.0,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1504,Dota: RAMZES666,13.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1505,Dota: Kiyotaka,109.8,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1506,Dota: Kiyotaka,20.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1507,Dota: MieRo`,76.0,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1508,Dota: MieRo`,7.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1509,Dota: Antares,71.1,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1510,Dota: Antares,6.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1511,Dota: Solo,59.0,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1512,Dota: Solo,5.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1513,CS:GO D4rty,37.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1514,CS:GO D4rty,18.0,Headshots on Maps 1+2,0.5512,Underdog Fantasy
1515,CS:GO D4rty,35.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1516,CS:GO SLIGHT,38.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1517,CS:GO SLIGHT,32.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1518,CS:GO SLIGHT,9.5,Headshots on Maps 1+2,0.5512,Underdog Fantasy
1519,CS:GO Cryptic,34.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1520,CS:GO Cryptic,16.5,Headshots on Maps 1+2,0.5512,Underdog Fantasy
1521,CS:GO Cryptic,36.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1522,CS:GO brett,35.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1523,CS:GO brett,16.0,Headshots on Maps 1+2,0.5512,Underdog Fantasy
1524,CS:GO brett,37.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1525,CS:GO freshie,36.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1526,CS:GO freshie,35.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1527,CS:GO freshie,16.0,Headshots on Maps 1+2,0.5512,Underdog Fantasy
1528,CS:GO cJ,34.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1529,CS:GO cJ,19.5,Headshots on Maps 1+2,0.5512,Underdog Fantasy
1530,CS:GO cJ,37.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1531,CS:GO stamina,33.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1532,CS:GO stamina,37.5,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1533,CS:GO stamina,13.0,Headshots on Maps 1+2,0.5512,Underdog Fantasy
1534,CS:GO Bwills,39.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1535,CS:GO Bwills,19.5,Headshots on Maps 1+2,0.5512,Underdog Fantasy
1536,CS:GO Bwills,35.5,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1537,CS:GO MarkE,37.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1538,CS:GO MarkE,19.5,Headshots on Maps 1+2,0.5512,Underdog Fantasy
1539,CS:GO MarkE,35.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1540,CS:GO nosraC,33.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1541,CS:GO nosraC,37.5,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1542,CS:GO nosraC,16.0,Headshots on Maps 1+2,0.5512,Underdog Fantasy
1543,Napheesa Collier,20.5,Points,0.5512,Underdog Fantasy
1544,Kayla McBride,11.5,Points,0.5512,Underdog Fantasy
1545,Diamond Miller,12.5,Points,0.5512,Underdog Fantasy
1546,Allisha Gray,18.5,Points,0.5512,Underdog Fantasy
1547,Cheyenne Parker,15.5,Points,0.5512,Underdog Fantasy
1548,Rhyne Howard,19.0,Points,0.5512,Underdog Fantasy
1549,Alyssa Thomas,14.5,Points,0.5512,Underdog Fantasy
1550,DeWanna Bonner,19.5,Points,0.5512,Underdog Fantasy
1551,Tiffany Hayes,11.5,Points,0.5512,Underdog Fantasy
1552,Natisha Hiedeman,8.5,Points,0.5512,Underdog Fantasy
1553,Brittney Griner,19.0,Points,0.5512,Underdog Fantasy
1554,Diana Taurasi,14.5,Points,0.5512,Underdog Fantasy
1555,Sophie Cunningham,8.5,Points,0.5512,Underdog Fantasy
1556,Tomás Marchiori,3.0,Saves,0.5512,Underdog Fantasy
1557,Mateo Coronel,2.0,Shots Attempted,0.5512,Underdog Fantasy
1558,Marcelo Estigarribia,1.5,Shots Attempted,0.5512,Underdog Fantasy
1559,Adrián Sánchez,2.0,Tackles,0.5512,Underdog Fantasy
1560,Matías Orihuela,2.0,Tackles,0.5512,Underdog Fantasy
1561,Lucas Hoyos,2.5,Saves,0.5512,Underdog Fantasy
1562,Brian Aguirre,2.0,Shots Attempted,0.5512,Underdog Fantasy
1563,Jorge Recalde,2.0,Shots Attempted,0.5512,Underdog Fantasy
1564,Cristian Ferreira,1.5,Shots Attempted,0.5512,Underdog Fantasy
1565,Tony Finau,70.0,Strokes,0.5512,Underdog Fantasy
1566,Tommy Fleetwood,69.0,Strokes,0.5512,Underdog Fantasy
1567,Sam Burns,70.0,Strokes,0.5512,Underdog Fantasy
1568,Rory McIlroy,68.5,Strokes,0.5512,Underdog Fantasy
1569,Dustin Johnson,69.5,Strokes,0.5512,Underdog Fantasy
1570,Corey Conners,70.0,Strokes,0.5512,Underdog Fantasy
1571,Rickie Fowler,69.0,Strokes,0.5512,Underdog Fantasy
1572,Jason Day,70.0,Strokes,0.5512,Underdog Fantasy
1573,Viktor Hovland,69.0,Strokes,0.5512,Underdog Fantasy
1574,Tyrrell Hatton,69.0,Strokes,0.5512,Underdog Fantasy
1575,Wyndham Clark,69.5,Strokes,0.5512,Underdog Fantasy
1576,Sungjae Im,70.0,Strokes,0.5512,Underdog Fantasy
1577,Justin Thomas,70.0,Strokes,0.5512,Underdog Fantasy
1578,Patrick Cantlay,69.0,Strokes,0.5512,Underdog Fantasy
1579,Shane Lowry,69.5,Strokes,0.5512,Underdog Fantasy
1580,Keegan Bradley,70.0,Strokes,0.5512,Underdog Fantasy
1581,Scottie Scheffler,68.5,Strokes,0.5512,Underdog Fantasy
1582,Patrick Reed,70.0,Strokes,0.5512,Underdog Fantasy
1583,Xander Schauffele,69.0,Strokes,0.5512,Underdog Fantasy
1584,Jordan Spieth,69.5,Strokes,0.5512,Underdog Fantasy
1585,Adam Scott,70.0,Strokes,0.5512,Underdog Fantasy
1586,Cameron Young,70.0,Strokes,0.5512,Underdog Fantasy
1587,Max Homa,70.0,Strokes,0.5512,Underdog Fantasy
1588,Justin Rose,69.5,Strokes,0.5512,Underdog Fantasy
1589,Bryson DeChambeau,69.5,Strokes,0.5512,Underdog Fantasy
